"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"names"
"NYAP2"	0.884520173856795	-0.27345372639488	0.006	0.007	1	"NYAP2"
"SNORA2C"	0.884520173856795	-0.305111229222747	0.006	0.007	1	"SNORA2C"
"S100A16"	0.884520173856795	-0.309486231076263	0.006	0.007	1	"S100A16"
"LINC00673"	0.884520173856795	-0.556269925243824	0.006	0.007	1	"LINC00673"
"EDN1"	0.884520173856795	-0.590310740912292	0.006	0.007	1	"EDN1"
"GCC1"	0.88460301549336	0.0823722908832643	0.132	0.131	1	"GCC1"
"LOC100507564"	0.884892749396236	-0.600241331297459	0.015	0.014	1	"LOC100507564"
"FAM120AOS"	0.884939600017249	-0.0798753081382433	0.292	0.286	1	"FAM120AOS"
"LRRC37B"	0.884954316157996	0.0654706284702895	0.19	0.193	1	"LRRC37B"
"TRAF3IP1"	0.885266686219065	-0.137600020610579	0.04	0.041	1	"TRAF3IP1"
"ATAD5"	0.885512587499303	0.101339850829903	0.132	0.134	1	"ATAD5"
"POLDIP2"	0.885595286300793	-0.0592559754968086	0.305	0.307	1	"POLDIP2"
"IL13RA1"	0.88599998842144	0.55712462524717	0.006	0.007	1	"IL13RA1"
"SH2D5"	0.88599998842144	0.310998913326691	0.006	0.007	1	"SH2D5"
"ACVRL1"	0.88599998842144	0.233875795651803	0.006	0.007	1	"ACVRL1"
"TCHH"	0.88599998842144	0.136203665897331	0.006	0.007	1	"TCHH"
"TERB1"	0.88599998842144	0.107952650059757	0.006	0.007	1	"TERB1"
"C1orf186"	0.88599998842144	0.102588192469857	0.006	0.007	1	"C1orf186"
"RGS20"	0.88599998842144	0.100649189195	0.006	0.007	1	"RGS20"
"ABCA9"	0.88599998842144	0.0593487775989709	0.006	0.007	1	"ABCA9"
"KIF4B"	0.88599998842144	0.0228956510639371	0.006	0.007	1	"KIF4B"
"ZNF462"	0.88599998842144	0.0137661013130383	0.006	0.007	1	"ZNF462"
"SLC4A11"	0.88599998842144	0.0115536619902574	0.006	0.007	1	"SLC4A11"
"PKD1L2"	0.88599998842144	0.0103644481736032	0.006	0.007	1	"PKD1L2"
"HR"	0.88599998842144	0.00851030559929988	0.006	0.007	1	"HR"
"LINC00327"	0.88599998842144	0.00133723760317306	0.006	0.007	1	"LINC00327"
"CTH"	0.88599998842144	-0.0309134141597998	0.006	0.007	1	"CTH"
"TRPC3"	0.88599998842144	-0.111131138796245	0.006	0.007	1	"TRPC3"
"CCNA2"	0.886130663576972	-0.116801632971324	0.195	0.203	1	"CCNA2"
"SMCR8"	0.886220139549583	-0.133544653267532	0.087	0.09	1	"SMCR8"
"HKR1"	0.886280741473853	-0.133444783213751	0.208	0.214	1	"HKR1"
"RPS6KC1"	0.886407857067472	-0.197149665678979	0.141	0.134	1	"RPS6KC1"
"MED31"	0.886429944472131	0.0454192782694853	0.264	0.276	1	"MED31"
"TMOD4"	0.886797993184941	0.526057872661942	0.026	0.028	1	"TMOD4"
"PTDSS2"	0.886896450961181	-0.225761282831303	0.036	0.038	1	"PTDSS2"
"EMC3"	0.886970481419101	-0.0526374592586552	0.441	0.452	1	"EMC3"
"VPS37C"	0.887399312189516	0.285537964241515	0.029	0.028	1	"VPS37C"
"C16orf96"	0.887480200639944	0.443870017243928	0.006	0.007	1	"C16orf96"
"PANK1"	0.887480200639944	0.325436753189384	0.006	0.007	1	"PANK1"
"CDRT15"	0.887480200639944	0.227923321296897	0.006	0.007	1	"CDRT15"
"CYP4F35P"	0.887480200639944	0.226537122176322	0.006	0.007	1	"CYP4F35P"
"CDCP1"	0.887480200639944	0.207257614467395	0.006	0.007	1	"CDCP1"
"CBFA2T3"	0.887480200639944	0.181330587949616	0.006	0.007	1	"CBFA2T3"
"SCML2"	0.887480200639944	0.133457704335939	0.006	0.007	1	"SCML2"
"TMEM45A"	0.887480200639944	0.00603127324392716	0.006	0.007	1	"TMEM45A"
"KDR"	0.887480200639944	0.00275190563993899	0.006	0.007	1	"KDR"
"MVB12B"	0.887659630204038	-0.0830389901047086	0.04	0.041	1	"MVB12B"
"MYO9B"	0.887690675465277	-0.276992981588153	0.366	0.369	1	"MYO9B"
"IQCG"	0.887865168896239	-0.104605866952183	0.09	0.086	1	"IQCG"
"RFLNB"	0.888033577816713	0.0593741688304796	0.144	0.152	1	"RFLNB"
"RMND1"	0.888810270384023	-0.134060262755645	0.184	0.186	1	"RMND1"
"FAM134C"	0.888930766203618	-0.0711189834042035	0.529	0.531	1	"FAM134C"
"TACR2"	0.88896080541899	0.696628833161214	0.006	0.007	1	"TACR2"
"WFDC5"	0.88896080541899	0.103072191441343	0.006	0.007	1	"WFDC5"
"ITLN2"	0.88896080541899	0.0250405701994394	0.006	0.007	1	"ITLN2"
"NPTXR"	0.88896080541899	0.00361954112381202	0.006	0.007	1	"NPTXR"
"ZNF213"	0.889077386817722	0.351145875898836	0.046	0.048	1	"ZNF213"
"TMEM201"	0.889083509286169	-0.940145384572955	0.059	0.055	1	"TMEM201"
"TTLL4"	0.889150745502284	0.0884498544044572	0.119	0.117	1	"TTLL4"
"CALML4"	0.889151679704709	-0.898325627845161	0.085	0.086	1	"CALML4"
"SNORD62A"	0.889397920305733	-0.183400659461271	0.026	0.024	1	"SNORD62A"
"PPP2CA"	0.889629689515074	-0.0578899526811643	0.743	0.714	1	"PPP2CA"
"SEPHS2"	0.889665482930242	-0.0176739641741701	0.413	0.403	1	"SEPHS2"
"POR"	0.889702432639018	-0.103306757404274	0.252	0.255	1	"POR"
"P4HTM"	0.889726551435176	-0.0455129892734819	0.261	0.269	1	"P4HTM"
"BLVRB"	0.890180722670285	0.116563180783269	0.106	0.11	1	"BLVRB"
"PROS1"	0.89044179766115	1.0963173086121	0.006	0.007	1	"PROS1"
"LOC100507600"	0.89044179766115	0.801159868875166	0.006	0.007	1	"LOC100507600"
"MELTF"	0.89044179766115	0.64402191014511	0.006	0.007	1	"MELTF"
"SCN1B"	0.89044179766115	0.435810934991396	0.006	0.007	1	"SCN1B"
"SPHK1"	0.89044179766115	0.386480089515509	0.006	0.007	1	"SPHK1"
"ARGFXP2"	0.89044179766115	0.364449532574858	0.006	0.007	1	"ARGFXP2"
"IRS1"	0.89044179766115	0.333038885460533	0.006	0.007	1	"IRS1"
"TPTE2P3"	0.89044179766115	0.324594998927381	0.006	0.007	1	"TPTE2P3"
"LOC283335"	0.89044179766115	0.324079055276264	0.006	0.007	1	"LOC283335"
"FAM26F"	0.89044179766115	0.284059858103212	0.006	0.007	1	"FAM26F"
"TENM2"	0.89044179766115	0.175125050342367	0.006	0.007	1	"TENM2"
"IL1B"	0.89044179766115	0.0816757354500384	0.006	0.007	1	"IL1B"
"KIF6"	0.89044179766115	0.0525698998259818	0.006	0.007	1	"KIF6"
"GAGE2A"	0.89044179766115	0.0239508144145768	0.006	0.007	1	"GAGE2A"
"CABP2"	0.89044179766115	0.0130058291489643	0.006	0.007	1	"CABP2"
"FUBP3"	0.890473776219669	-0.501783754138952	0.153	0.155	1	"FUBP3"
"MFF"	0.890487747104923	-0.0987318817892767	0.46	0.472	1	"MFF"
"YWHAQ"	0.890509768931308	0.020009949607851	0.809	0.769	1	"YWHAQ"
"RPL23AP7"	0.890549534117153	-0.0779165768475893	0.067	0.069	1	"RPL23AP7"
"FAM162A"	0.890606588237463	0.194744662994492	0.272	0.283	1	"FAM162A"
"MTOR"	0.890614172094028	-0.29217454481987	0.229	0.234	1	"MTOR"
"DNA2"	0.890632083224628	-0.149608687893528	0.036	0.038	1	"DNA2"
"FAM53C"	0.890646907639659	-0.621938383558744	0.152	0.155	1	"FAM53C"
"AKR1B1"	0.890659591135514	0.0653353766166681	0.34	0.345	1	"AKR1B1"
"C19orf60"	0.890813662929588	-0.0839423760464134	0.616	0.579	1	"C19orf60"
"TARS"	0.891049888428063	-0.277152487829394	0.389	0.379	1	"TARS"
"DPY19L1P1"	0.891071482388612	-0.433964180486769	0.043	0.045	1	"DPY19L1P1"
"SPNS3"	0.89119519566469	0.087687242941092	0.158	0.162	1	"SPNS3"
"NUSAP1"	0.891462739260372	0.422999548045652	0.185	0.186	1	"NUSAP1"
"SOX30"	0.891634975044202	0.301855582780632	0.029	0.028	1	"SOX30"
"FAM157A"	0.891653664034176	0.00109318939814518	0.023	0.024	1	"FAM157A"
"TIMM50"	0.891785466136965	-0.134313748872247	0.255	0.259	1	"TIMM50"
"RAB3IP"	0.891946920276861	-0.0403884225047373	0.137	0.134	1	"RAB3IP"
"TRMT10B"	0.892252535600467	0.0801532924947463	0.222	0.231	1	"TRMT10B"
"SLC25A15"	0.892432984462979	-0.747088916007201	0.056	0.059	1	"SLC25A15"
"TMEM168"	0.892614922865323	-0.0420304122569101	0.213	0.214	1	"TMEM168"
"ZFYVE27"	0.892653837867884	-0.0374477752468761	0.331	0.352	1	"ZFYVE27"
"SCN2A"	0.892655269307812	1.16480619696421	0.018	0.017	1	"SCN2A"
"GZF1"	0.892893627107225	0.0766458703522206	0.061	0.059	1	"GZF1"
"CHCHD3"	0.893012278928117	0.063307517779841	0.316	0.321	1	"CHCHD3"
"KIAA1033"	0.893021899508562	-0.187536965757869	0.401	0.397	1	"KIAA1033"
"NAA20"	0.893064753893207	-0.0729894407863096	0.333	0.338	1	"NAA20"
"CCT6A"	0.8931233420758	-0.101836165139662	0.555	0.538	1	"CCT6A"
"EFCAB5"	0.893373725599698	-0.187091937609134	0.163	0.159	1	"EFCAB5"
"DAP3"	0.893390470424394	-0.0387244114680337	0.543	0.541	1	"DAP3"
"POC1B"	0.893585765969286	-0.250149910280483	0.298	0.307	1	"POC1B"
"SCARNA9"	0.893749261510338	-0.101283562022674	0.249	0.252	1	"SCARNA9"
"BCAT1"	0.893885010817118	-0.398492417274124	0.026	0.024	1	"BCAT1"
"GAN"	0.894248737944863	-0.810203402903013	0.061	0.062	1	"GAN"
"KLHL12"	0.894403896191406	-0.0937003607300369	0.21	0.217	1	"KLHL12"
"IRF9"	0.894625155032015	0.045096814780502	0.84	0.841	1	"IRF9"
"SPIDR"	0.894670788137161	-0.350188368040627	0.342	0.334	1	"SPIDR"
"ARMCX5"	0.894688227009619	-0.269485119756256	0.138	0.138	1	"ARMCX5"
"INPPL1"	0.894740453870758	-0.224927695681416	0.158	0.159	1	"INPPL1"
"ALCAM"	0.895063414085075	-0.417462707871248	0.112	0.114	1	"ALCAM"
"FAM109B"	0.895114184810253	0.195680781348591	0.043	0.045	1	"FAM109B"
"RNF219"	0.895280885230432	-0.313566892197265	0.161	0.162	1	"RNF219"
"PNO1"	0.895333152983909	-0.0746034304808834	0.173	0.179	1	"PNO1"
"STIM1"	0.896220727407711	-0.103096568423943	0.565	0.545	1	"STIM1"
"HEATR4"	0.896235754677241	-0.0515607755616792	0.106	0.11	1	"HEATR4"
"SPECC1"	0.896328491299162	0.618414211109442	0.026	0.028	1	"SPECC1"
"MAPK14"	0.896342450799621	-0.190849731238508	0.302	0.3	1	"MAPK14"
"MADD"	0.896582022570273	-0.0329431275119794	0.327	0.328	1	"MADD"
"CIR1"	0.897050500061478	-0.127138870329627	0.366	0.376	1	"CIR1"
"MPZL1"	0.897118114839216	-0.131510943002288	0.023	0.024	1	"MPZL1"
"IQCE"	0.89713917564704	0.166636960450375	0.04	0.038	1	"IQCE"
"TMEM200A"	0.897287317980873	1.17069740383979	0.029	0.028	1	"TMEM200A"
"COPB2"	0.897644064031084	-0.0569894012289144	0.486	0.5	1	"COPB2"
"CASS4"	0.897843512908206	-0.199731113474919	0.088	0.086	1	"CASS4"
"SNX18"	0.898581531820625	0.664501993708823	0.043	0.045	1	"SNX18"
"AMACR"	0.898861174231761	0.19786987055261	0.079	0.083	1	"AMACR"
"RBM7"	0.898885971282496	0.0684559084948598	0.229	0.234	1	"RBM7"
"DPP9-AS1"	0.898892589094101	-0.225585104033477	0.173	0.169	1	"DPP9-AS1"
"TOPBP1"	0.898963657404578	0.00308841078022692	0.211	0.214	1	"TOPBP1"
"DHPS"	0.899324979302845	-0.146112058905931	0.413	0.407	1	"DHPS"
"MIR4685"	0.899375359062782	-0.497062726644915	0.141	0.145	1	"MIR4685"
"ZNF767P"	0.899601405022996	-0.604236884125434	0.254	0.234	1	"ZNF767P"
"ZNF510"	0.899779145958345	0.390151300942159	0.082	0.086	1	"ZNF510"
"RBM26"	0.899952653902196	-0.154793753434643	0.445	0.455	1	"RBM26"
"ZSCAN22"	0.899968522058338	0.0132131218584122	0.047	0.045	1	"ZSCAN22"
"RCC1L"	0.899988899647788	-0.495251445546284	0.081	0.076	1	"RCC1L"
"BRD9"	0.90026448700284	-0.199719759391342	0.292	0.31	1	"BRD9"
"SNORA9"	0.900315935875969	-0.281216722615145	0.044	0.041	1	"SNORA9"
"ZNF555"	0.900438037327587	0.967804063588273	0.056	0.055	1	"ZNF555"
"AGAP2-AS1"	0.900480623695368	-0.282759845054064	0.036	0.034	1	"AGAP2-AS1"
"PHF5A"	0.90060784501058	-0.315865182255892	0.147	0.145	1	"PHF5A"
"HMGN5"	0.900629456369092	0.409097526307692	0.018	0.017	1	"HMGN5"
"HIST4H4"	0.900708010696361	-0.210431374097934	0.053	0.055	1	"HIST4H4"
"RNASE6"	0.901024299196261	0.530175404385966	0.023	0.024	1	"RNASE6"
"TAS2R19"	0.901024299196261	-0.645629146698201	0.023	0.024	1	"TAS2R19"
"GYS2"	0.901218093295614	0.81422274819154	0.008	0.007	1	"GYS2"
"DAB2IP"	0.901218093295614	0.711387422058089	0.008	0.007	1	"DAB2IP"
"SCN3B"	0.901218093295614	0.397566260553075	0.008	0.007	1	"SCN3B"
"ELF3"	0.901218093295614	0.363811549799451	0.008	0.007	1	"ELF3"
"XCL2"	0.901218093295614	0.0875473505617217	0.008	0.007	1	"XCL2"
"PARP15"	0.901353633654506	-0.195003661645571	0.416	0.41	1	"PARP15"
"MIR647"	0.901438275642402	0.00435356353264549	0.04	0.041	1	"MIR647"
"FSBP"	0.901516111616351	0.734681520883644	0.018	0.017	1	"FSBP"
"ERGIC2"	0.901800248116572	-0.0761931750306546	0.489	0.493	1	"ERGIC2"
"PLEKHF2"	0.901965796235425	-0.0875801333470558	0.242	0.252	1	"PLEKHF2"
"EBLN2"	0.902009963339088	-0.456980803398249	0.071	0.069	1	"EBLN2"
"1-Mar"	0.902038052079119	0.0636839770893509	0.04	0.041	1	"1-Mar"
"RDH5"	0.902123672167951	-0.326913062697419	0.094	0.09	1	"RDH5"
"FCN3"	0.902592725384962	0.64349488995745	0.008	0.007	1	"FCN3"
"CORT"	0.902592725384962	0.588218158258602	0.008	0.007	1	"CORT"
"MIR623"	0.902592725384962	0.101808591456344	0.008	0.007	1	"MIR623"
"LIPG"	0.902592725384962	0.0919593738322479	0.008	0.007	1	"LIPG"
"LINC00937"	0.902592725384962	0.0909897169415945	0.008	0.007	1	"LINC00937"
"SPATA22"	0.902592725384962	0.085993428378762	0.008	0.007	1	"SPATA22"
"NEUROD1"	0.902592725384962	0.00360164645309968	0.008	0.007	1	"NEUROD1"
"PPIL4"	0.902973428669435	-0.028049019235218	0.366	0.372	1	"PPIL4"
"ACAT2"	0.90298805581589	-0.18929198653554	0.556	0.538	1	"ACAT2"
"EMSY"	0.903036589620623	-0.213308956432324	0.336	0.328	1	"EMSY"
"C22orf46"	0.903237772379315	-0.0859986320963202	0.04	0.041	1	"C22orf46"
"LOC283922"	0.903325310618915	-0.136608588870669	0.131	0.128	1	"LOC283922"
"PDLIM5"	0.903648314077453	-0.29397722884537	0.217	0.21	1	"PDLIM5"
"CNBD2"	0.903967649561323	0.844566228318592	0.008	0.007	1	"CNBD2"
"FBP1"	0.903967649561323	0.772731793076426	0.008	0.007	1	"FBP1"
"SENP8"	0.903967649561323	0.523484768724666	0.008	0.007	1	"SENP8"
"TYRO3P"	0.903967649561323	0.49601324254441	0.008	0.007	1	"TYRO3P"
"FAM57A"	0.903967649561323	0.490999022932844	0.008	0.007	1	"FAM57A"
"BOK"	0.903967649561323	0.449702427729452	0.008	0.007	1	"BOK"
"FAM109A"	0.903967649561323	0.314803433568304	0.008	0.007	1	"FAM109A"
"CITED1"	0.903967649561323	0.286925432369252	0.008	0.007	1	"CITED1"
"PCSK4"	0.903967649561323	0.241478939092916	0.008	0.007	1	"PCSK4"
"SNORD7"	0.903967649561323	0.231086276339219	0.008	0.007	1	"SNORD7"
"LINC00235"	0.903967649561323	0.230504574630062	0.008	0.007	1	"LINC00235"
"KCNIP2-AS1"	0.903967649561323	0.220898644209147	0.008	0.007	1	"KCNIP2-AS1"
"COL4A3"	0.903967649561323	0.215691841862091	0.008	0.007	1	"COL4A3"
"SYT14"	0.903967649561323	0.180120226908985	0.008	0.007	1	"SYT14"
"UNC13A"	0.903967649561323	0.180089663870539	0.008	0.007	1	"UNC13A"
"LAMC1"	0.903967649561323	0.177795140811447	0.008	0.007	1	"LAMC1"
"MIR4449"	0.903967649561323	0.114255369243928	0.008	0.007	1	"MIR4449"
"SNORD124"	0.903967649561323	0.111068240044141	0.008	0.007	1	"SNORD124"
"IL5RA"	0.903967649561323	0.0251864549819913	0.008	0.007	1	"IL5RA"
"ZNF99"	0.903967649561323	0.0130600307190116	0.008	0.007	1	"ZNF99"
"MIR496"	0.903967649561323	0.0104052980118512	0.008	0.007	1	"MIR496"
"PRH1-PRR4"	0.904052949348098	-0.132811841121763	0.491	0.486	1	"PRH1-PRR4"
"SUGT1P3"	0.904156169629939	0.0322090069635101	0.085	0.083	1	"SUGT1P3"
"HERC2P9"	0.904358264643725	0.0394517060137538	0.103	0.1	1	"HERC2P9"
"PDCD6IPP2"	0.904437713654928	0.00768278413859314	0.04	0.041	1	"PDCD6IPP2"
"HSF5"	0.904561763805059	0.229825616636055	0.07	0.069	1	"HSF5"
"IKBIP"	0.904604243974224	-0.168824858057343	0.108	0.11	1	"IKBIP"
"MRPS34"	0.904948086185531	-0.0459240668417035	0.489	0.483	1	"MRPS34"
"TTC33"	0.905217899432866	-0.013994771926688	0.138	0.138	1	"TTC33"
"CSF2"	0.905342861742369	0.720619147846846	0.008	0.007	1	"CSF2"
"HSD3B7"	0.905342861742369	0.613542209851115	0.008	0.007	1	"HSD3B7"
"GH1"	0.905342861742369	0.480564847623031	0.008	0.007	1	"GH1"
"PRSS27"	0.905342861742369	0.330224504157986	0.008	0.007	1	"PRSS27"
"HYDIN"	0.905342861742369	0.321815144586632	0.008	0.007	1	"HYDIN"
"NKPD1"	0.905342861742369	0.203074424135701	0.008	0.007	1	"NKPD1"
"LAMA4"	0.905342861742369	0.168372628030233	0.008	0.007	1	"LAMA4"
"SLC34A2"	0.905342861742369	0.0847413069218597	0.008	0.007	1	"SLC34A2"
"CTF1"	0.905342861742369	0.0627318589522421	0.008	0.007	1	"CTF1"
"SPG20-AS1"	0.905342861742369	0.0299405840221558	0.008	0.007	1	"SPG20-AS1"
"YBX3P1"	0.905342861742369	0.0269829343496681	0.008	0.007	1	"YBX3P1"
"CEBPB"	0.905496928720974	-0.218495341534044	0.117	0.117	1	"CEBPB"
"ENTPD7"	0.905784320284714	0.371238457153221	0.111	0.11	1	"ENTPD7"
"ARHGAP35"	0.905947860620051	-0.276798048737533	0.234	0.228	1	"ARHGAP35"
"METTL6"	0.906038961987757	-0.421529411807849	0.117	0.114	1	"METTL6"
"TNK2"	0.906164326607097	-0.0819647313276182	0.141	0.138	1	"TNK2"
"RFC5"	0.906214730827198	-0.0964970758837835	0.114	0.117	1	"RFC5"
"DCUN1D5"	0.906314411901351	-0.16057106392266	0.245	0.252	1	"DCUN1D5"
"MOB1A"	0.906317817081045	-0.156486228324236	0.567	0.562	1	"MOB1A"
"S100A13"	0.906423149984841	0.271440455957544	0.312	0.317	1	"S100A13"
"HDAC11"	0.906496965391476	-0.195933110340928	0.023	0.024	1	"HDAC11"
"UBAP2L"	0.906675176426893	-0.166742974977836	0.524	0.51	1	"UBAP2L"
"DNM1"	0.90671835784318	0.446050516490843	0.008	0.007	1	"DNM1"
"IGF2BP3"	0.90671835784318	0.383446142146281	0.008	0.007	1	"IGF2BP3"
"PFKFB4"	0.90671835784318	0.376699253779921	0.008	0.007	1	"PFKFB4"
"CFHR4"	0.90671835784318	0.284650673616044	0.008	0.007	1	"CFHR4"
"STK31"	0.90671835784318	0.259477130845979	0.008	0.007	1	"STK31"
"PRSS21"	0.90671835784318	0.122499485019418	0.008	0.007	1	"PRSS21"
"RGSL1"	0.90671835784318	0.110571118674539	0.008	0.007	1	"RGSL1"
"SNORA71C"	0.90671835784318	0.0966299248621567	0.008	0.007	1	"SNORA71C"
"GABRB2"	0.90671835784318	0.0802325567833853	0.008	0.007	1	"GABRB2"
"SUSD5"	0.90671835784318	0.0473484604774148	0.008	0.007	1	"SUSD5"
"CLEC18A"	0.90671835784318	0.0420291837531881	0.008	0.007	1	"CLEC18A"
"COL3A1"	0.90671835784318	0.0077554931243311	0.008	0.007	1	"COL3A1"
"MIR4298"	0.90671835784318	0.00708821210155897	0.008	0.007	1	"MIR4298"
"EMILIN3"	0.90671835784318	-0.0104177649771824	0.008	0.007	1	"EMILIN3"
"B4GALNT3"	0.906720070764921	-0.709259503635788	0.02	0.021	1	"B4GALNT3"
"RAD54B"	0.906746936931157	1.67543445891799	0.032	0.031	1	"RAD54B"
"BCCIP"	0.906835427338709	-0.0764923127343786	0.439	0.445	1	"BCCIP"
"FAM129A"	0.906904929914442	0.0301753975780357	0.728	0.748	1	"FAM129A"
"ZFP90"	0.907198549494103	0.0684608199950707	0.328	0.341	1	"ZFP90"
"ECSCR"	0.907279143566637	0.183819200451981	0.023	0.024	1	"ECSCR"
"PIK3CA"	0.907473231234397	-0.360586522064712	0.123	0.121	1	"PIK3CA"
"SNORD102"	0.907540852552458	-0.107062242175153	0.085	0.083	1	"SNORD102"
"POGZ"	0.907550349054749	-0.333303813488531	0.35	0.334	1	"POGZ"
"LIF"	0.90772607767009	0.402584374616867	0.018	0.017	1	"LIF"
"RMDN2"	0.90772607767009	0.0683004624407131	0.018	0.017	1	"RMDN2"
"RGS6"	0.90772607767009	0.0360836900983457	0.018	0.017	1	"RGS6"
"ZNF862"	0.908001823810861	-0.409167211051708	0.144	0.145	1	"ZNF862"
"ASAP1-IT1"	0.90809413377628	0.388927617904855	0.008	0.007	1	"ASAP1-IT1"
"ZNF516"	0.90809413377628	0.287499498264991	0.008	0.007	1	"ZNF516"
"RAPGEF5"	0.90809413377628	0.223260733198336	0.008	0.007	1	"RAPGEF5"
"LINC00900"	0.90809413377628	0.220798512560079	0.008	0.007	1	"LINC00900"
"SCN9A"	0.90809413377628	0.106041421216835	0.008	0.007	1	"SCN9A"
"LOC728752"	0.90809413377628	0.102175189224517	0.008	0.007	1	"LOC728752"
"WDR93"	0.90809413377628	0.0495845064398406	0.008	0.007	1	"WDR93"
"TUSC3"	0.90809413377628	0.0220188695090373	0.008	0.007	1	"TUSC3"
"MPL"	0.90809413377628	0.0086356317528038	0.008	0.007	1	"MPL"
"UNC79"	0.90809413377628	0.000277043171140967	0.008	0.007	1	"UNC79"
"CLDN9"	0.90809413377628	-0.00036003259271844	0.008	0.007	1	"CLDN9"
"MIR624"	0.90809413377628	-0.0574733037236248	0.008	0.007	1	"MIR624"
"CHST15"	0.90809413377628	-0.120313440405654	0.008	0.007	1	"CHST15"
"GRID1"	0.90809413377628	-0.134393815637529	0.008	0.007	1	"GRID1"
"FMN2"	0.90809413377628	-0.1569620789006	0.008	0.007	1	"FMN2"
"PROCR"	0.90809413377628	-0.186275336801488	0.008	0.007	1	"PROCR"
"TMPRSS5"	0.90809413377628	-0.188036420498771	0.008	0.007	1	"TMPRSS5"
"CFAP46"	0.90809413377628	-0.32995545183598	0.008	0.007	1	"CFAP46"
"SH2D6"	0.90809413377628	-0.350089374488768	0.008	0.007	1	"SH2D6"
"PLK2"	0.90809413377628	-1.10106397687978	0.008	0.007	1	"PLK2"
"SERTAD3"	0.908469245793004	0.0267956113462959	0.134	0.131	1	"SERTAD3"
"GLUD2"	0.908522409914198	-0.33421895405857	0.263	0.255	1	"GLUD2"
"AIRN"	0.908613685278964	-0.611274617659416	0.018	0.017	1	"AIRN"
"DCXR"	0.908862809548115	0.0105891664157826	0.371	0.372	1	"DCXR"
"ADPRHL1"	0.909470185451677	0.439158340210871	0.008	0.007	1	"ADPRHL1"
"H2BFXP"	0.909470185451677	0.196381485203062	0.008	0.007	1	"H2BFXP"
"RPS7P5"	0.909470185451677	0.00758896672780196	0.008	0.007	1	"RPS7P5"
"LGI3"	0.909470185451677	0.00451289705464308	0.008	0.007	1	"LGI3"
"TUBAL3"	0.909470185451677	0.00377492462680351	0.008	0.007	1	"TUBAL3"
"PCDHGA11"	0.909470185451677	0.00278549225012359	0.008	0.007	1	"PCDHGA11"
"DIO2"	0.909470185451677	0.00220255598303698	0.008	0.007	1	"DIO2"
"MIR4676"	0.909470185451677	-0.00473861542634069	0.008	0.007	1	"MIR4676"
"SCRG1"	0.909470185451677	-0.0172519922659631	0.008	0.007	1	"SCRG1"
"ZEB2-AS1"	0.909470185451677	-0.0416258991288005	0.008	0.007	1	"ZEB2-AS1"
"ARL4D"	0.909470185451677	-0.179332526630428	0.008	0.007	1	"ARL4D"
"C9orf43"	0.909470185451677	-0.245957508255152	0.008	0.007	1	"C9orf43"
"CEND1"	0.909470185451677	-0.358570546111896	0.008	0.007	1	"CEND1"
"ABCA4"	0.909470185451677	-0.37344841170853	0.008	0.007	1	"ABCA4"
"ZNF177"	0.909470185451677	-0.378315862258192	0.008	0.007	1	"ZNF177"
"DLGAP4"	0.910191747759677	-0.161355697754402	0.299	0.3	1	"DLGAP4"
"MANEAL"	0.910389241719482	-0.224382793426782	0.018	0.017	1	"MANEAL"
"ZDHHC9"	0.91057776021254	-0.546044815626697	0.033	0.034	1	"ZDHHC9"
"DTX3L"	0.910600818371164	-0.181555520626671	0.489	0.497	1	"DTX3L"
"RPN2"	0.91067057017277	0.030493941606375	0.743	0.772	1	"RPN2"
"SET"	0.910725319055781	-0.158469768096798	0.938	0.924	1	"SET"
"PCDHGA8"	0.910846508776896	0.0430892694752716	0.008	0.007	1	"PCDHGA8"
"SLC1A6"	0.910846508776896	0.00830073476334192	0.008	0.007	1	"SLC1A6"
"MS4A15"	0.910846508776896	-0.000524765434729346	0.008	0.007	1	"MS4A15"
"TMPRSS11B"	0.910846508776896	-0.0183027750226472	0.008	0.007	1	"TMPRSS11B"
"KCNMB4"	0.910846508776896	-0.0684790025859101	0.008	0.007	1	"KCNMB4"
"RPGRIP1"	0.910846508776896	-0.143809201868688	0.008	0.007	1	"RPGRIP1"
"SNORD72"	0.910846508776896	-0.144191073391172	0.008	0.007	1	"SNORD72"
"AJUBA"	0.910846508776896	-0.159042562422371	0.008	0.007	1	"AJUBA"
"KCNH2"	0.910846508776896	-0.705059026202099	0.008	0.007	1	"KCNH2"
"TRIM24"	0.911085754732016	0.0534187540628692	0.094	0.093	1	"TRIM24"
"GINS3"	0.911277188353131	-0.866853155111892	0.018	0.017	1	"GINS3"
"MTF1"	0.911300661861788	-0.0814073846000481	0.173	0.169	1	"MTF1"
"SMAD2"	0.911533712392416	-0.223004303236187	0.384	0.362	1	"SMAD2"
"MFSD13A"	0.911617373434416	0.100474374936999	0.073	0.076	1	"MFSD13A"
"AMDHD2"	0.911647781658015	-0.417460720150703	0.176	0.172	1	"AMDHD2"
"C8orf76"	0.911735757013219	0.0779556442614644	0.167	0.166	1	"C8orf76"
"COMMD5"	0.911769845560705	-0.215103319785266	0.45	0.428	1	"COMMD5"
"FBXW9"	0.911823216414956	-0.268245328609739	0.047	0.048	1	"FBXW9"
"MED19"	0.911909339571795	-0.147161452174217	0.14	0.141	1	"MED19"
"ZBTB45"	0.911925078531339	-0.408803998554259	0.125	0.121	1	"ZBTB45"
